TOKEN	IS_ANSWER	TOPIC_NUM	POST_NUM	SENT_NUM	TOKEN_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	NER	COREFERENCE_CLUSTER	NUMBER
что	1	1	2	2	1					CONJ	fixed	так				CONJ	0	0	
таблетки	1	1	2	2	2	inan	accs	femn		NOUN	nsubj	нужны				ADJS	0	0	plur
нужны	1	1	2	2	3					ADJS	ROOT	нужны				ADJS	0	0	plur
но	1	1	2	3	0					CONJ	cc	какие		nomn		ADJF	0	0	
вот	1	1	2	3	1					PRCL	advmod	какие		nomn		ADJF	0	0	
какие	1	1	2	3	2		nomn			ADJF	det	должен			masc	ADJS	0	0	plur
именно	1	1	2	3	3					PRCL	advmod	какие		nomn		ADJF	0	0	
подбирать	1	1	2	3	4					INFN	conj	какие		nomn		ADJF	0	0	
дозу	1	1	2	3	5	inan	accs	femn		NOUN	obj	подбирать				INFN	0	0	sing
учитывать	1	1	2	3	6					INFN	conj	какие		nomn		ADJF	0	0	
побочные	1	1	2	3	7		nomn			ADJF	amod	эффекты	inan	nomn	masc	NOUN	0	0	plur
эффекты	1	1	2	3	8	inan	nomn	masc		NOUN	obj	учитывать				INFN	0	0	plur
это	1	1	2	3	9					PRCL	nsubj	должен			masc	ADJS	0	0	
все	1	1	2	3	10					PRCL	det	это				PRCL	0	0	
должен	1	1	2	3	11			masc		ADJS	ROOT	должен			masc	ADJS	0	0	sing
делать	1	1	2	3	12					INFN	xcomp	должен			masc	ADJS	0	0	
лечащий	1	1	2	3	13		nomn	masc		PRTF	amod	врач	anim	nomn	masc	NOUN	0	0	sing
врач	1	1	2	3	14	anim	nomn	masc		NOUN	obj	делать				INFN	0	0	sing
в	1	1	2	4	0					PREP	case	принципе	inan	loct	masc	NOUN	0	0	
принципе	1	1	2	4	1	inan	loct	masc		NOUN	parataxis	могут				VERB	0	0	sing
те	1	1	2	4	2		nomn			ADJF	det	эффекты	inan	nomn	masc	NOUN	0	0	plur
эффекты	1	1	2	4	3	inan	nomn	masc		NOUN	nsubj	могут				VERB	0	0	plur
которые	1	1	2	4	4		nomn			ADJF	obj	описали				VERB	0	0	plur
вы	1	1	2	4	5		nomn		2per	NPRO	nsubj	описали				VERB	0	0	plur
описали	1	1	2	4	6					VERB	acl:relcl	эффекты	inan	nomn	masc	NOUN	0	0	plur
могут	1	1	2	4	7				3per	VERB	ROOT	могут				VERB	0	0	plur
быть	1	1	2	4	8					INFN	cop	приеме	inan	loct	masc	NOUN	0	0	
при	1	1	2	4	9					PREP	case	приеме	inan	loct	masc	NOUN	0	0	
приеме	1	1	2	4	10	inan	loct	masc		NOUN	obl	могут				VERB	0	0	sing
рисполепта	1	1	2	4	11	inan	nomn	femn		NOUN	nmod	приеме	inan	loct	masc	NOUN	1	344	sing
эти	1	1	2	5	0		nomn			ADJF	det	эффекты	inan	nomn	masc	NOUN	0	0	plur
побочные	1	1	2	5	1		nomn			ADJF	amod	эффекты	inan	nomn	masc	NOUN	0	0	plur
эффекты	1	1	2	5	2	inan	nomn	masc		NOUN	nsubj	могут				VERB	0	0	plur
могут	1	1	2	5	3				3per	VERB	ROOT	могут				VERB	0	0	plur
проходить	1	1	2	5	4					INFN	xcomp	могут				VERB	0	0	
через	1	1	2	5	5					PREP	case	дней	inan	gent	masc	NOUN	0	0	
несколько	1	1	2	5	6					ADVB	nummod:gov	дней	inan	gent	masc	NOUN	0	0	
дней	1	1	2	5	7	inan	gent	masc		NOUN	obl	проходить				INFN	0	0	plur
после	1	1	2	5	8					PREP	case	начала	inan	gent	neut	NOUN	0	0	
начала	1	1	2	5	9	inan	gent	neut		NOUN	nmod	дней	inan	gent	masc	NOUN	0	0	sing
лечения	1	1	2	5	10	inan	gent	neut		NOUN	nmod	начала	inan	gent	neut	NOUN	0	0	sing
могут	1	1	2	5	11				3per	VERB	conj	могут				VERB	0	0	plur
требовать	1	1	2	5	12					INFN	xcomp	могут				VERB	0	0	
коррекции	1	1	2	5	13	inan	gent	femn		NOUN	obj	требовать				INFN	0	0	sing
дозы	1	1	2	5	14	inan	gent	femn		NOUN	nmod	коррекции	inan	gent	femn	NOUN	0	0	sing
назначение	1	1	2	5	15	inan	nomn	neut		NOUN	conj	коррекции	inan	gent	femn	NOUN	0	0	sing
корректоров	1	1	2	5	16	anim	gent	masc		NOUN	nmod	назначение	inan	nomn	neut	NOUN	0	0	plur
нейролептической	1	1	2	5	17		gent	femn		ADJF	amod	терапии	inan	gent	femn	NOUN	0	0	sing
терапии	1	1	2	5	18	inan	gent	femn		NOUN	nmod	корректоров	anim	gent	masc	NOUN	0	0	sing
или	1	1	2	5	19					CONJ	cc	смены	inan	gent	femn	NOUN	0	0	
смены	1	1	2	5	20	inan	gent	femn		NOUN	conj	терапии	inan	gent	femn	NOUN	0	0	sing
препарата	1	1	2	5	21	inan	gent	masc		NOUN	nmod	смены	inan	gent	femn	NOUN	2	344	sing
p.s	1	1	2	6	0						ROOT	p.s					0	0	
напишите	1	1	2	7	0					VERB	ROOT	напишите				VERB	0	0	plur
пожалуйста	1	1	2	7	1					PRCL	parataxis	напишите				VERB	0	0	
как	1	1	2	7	2					CONJ	advmod	чувствуете				VERB	0	0	
себя	1	1	2	7	3		accs			NPRO	obj	чувствуете				VERB	0	0	sing
чувствуете	1	1	2	7	4				2per	VERB	ccomp	пожалуйста				PRCL	0	0	plur
сейчас	1	1	2	7	5					ADVB	advmod	чувствуете				VERB	0	0	
есть	1	1	2	8	0					INFN	ROOT	есть				INFN	0	0	
какие	1	1	2	8	1		nomn			ADJF	det	изменения	inan	nomn	neut	NOUN	0	0	plur
то	1	1	2	8	2					CONJ	det	изменения	inan	nomn	neut	NOUN	0	0	
изменения	1	1	2	8	3	inan	nomn	neut		NOUN	nsubj	есть				INFN	0	0	plur
а	0	1	3	0	0					CONJ	cc	назначили				VERB	0	0	
почему	0	1	3	0	1					ADVB	advmod	назначили				VERB	0	0	
именно	0	1	3	0	2					PRCL	advmod	почему				ADVB	0	0	
назначили	0	1	3	0	3					VERB	ROOT	назначили				VERB	0	0	plur
рисперидон	0	1	3	0	4	anim	nomn	masc		NOUN	obj	назначили				VERB	1	382	sing
у	0	1	3	1	0					PREP	case	вас		accs		NPRO	0	0	
вас	0	1	3	1	1		accs		2per	NPRO	obl	наблюдается				VERB	0	0	plur
вероятно	0	1	3	1	2					CONJ	advmod	наблюдается				VERB	0	0	
наблюдается	0	1	3	1	3				3per	VERB	ROOT	наблюдается				VERB	0	0	sing
снижение	0	1	3	1	4	inan	nomn	neut		NOUN	nsubj:pass	наблюдается				VERB	0	0	sing
ад	0	1	3	1	5	inan	nomn	masc		NOUN	nmod	снижение	inan	nomn	neut	NOUN	0	0	sing
связанное	0	1	3	1	6		nomn	neut		ADJF	acl	снижение	inan	nomn	neut	NOUN	0	0	sing
в	0	1	3	1	7					PREP	case	свойствами	inan	ablt	neut	NOUN	0	0	
адреноблоеирующими	0	1	3	1	8		ablt			PRTF	amod	свойствами	inan	ablt	neut	NOUN	0	0	plur
свойствами	0	1	3	1	9	inan	ablt	neut		NOUN	obl	связанное		nomn	neut	ADJF	0	0	plur
препарата	0	1	3	1	10	inan	gent	masc		NOUN	nmod	свойствами	inan	ablt	neut	NOUN	1	382	sing
флюанксол	0	1	3	2	0	inan	nomn	masc		NOUN	nsubj	мог			masc	VERB	1	394	sing
в	0	1	3	2	1					PREP	case	дозировках	inan	loct	femn	NOUN	0	0	
низких	0	1	3	2	2		gent			ADJF	amod	дозировках	inan	loct	femn	NOUN	0	0	plur
дозировках	0	1	3	2	3	inan	loct	femn		NOUN	nmod	флюанксол	inan	nomn	masc	NOUN	0	0	plur
вероятно	0	1	3	2	4					CONJ	parataxis	мог			masc	VERB	0	0	
мог	0	1	3	2	5			masc		VERB	ROOT	мог			masc	VERB	0	0	sing
быть	0	1	3	2	6					INFN	cop	благоприятнее				COMP	0	0	
благоприятнее	0	1	3	2	7					COMP	xcomp	мог			masc	VERB	0	0	
почему	0	1	4	0	0					ADVB	advmod	надо				PRED	0	0	
же	0	1	4	0	1					PRCL	advmod	надо				PRED	0	0	
надо	0	1	4	0	2					PRED	ROOT	надо				PRED	0	0	
было	0	1	4	0	3			neut		VERB	cop	надо				PRED	0	0	sing
начинать	0	1	4	0	4					INFN	csubj	надо				PRED	0	0	
с	0	1	4	0	5					PREP	case	артиллерии	inan	gent	femn	NOUN	0	0	
тяжелой	0	1	4	0	6		gent	femn		ADJF	amod	артиллерии	inan	gent	femn	NOUN	0	0	sing
артиллерии	0	1	4	0	7	inan	gent	femn		NOUN	obl	начинать				INFN	0	0	sing
сонапакс	0	1	4	0	8	inan	nomn	masc		NOUN	obj	начинать				INFN	1	410	sing
с	0	1	4	0	9					PREP	case	компонентом	inan	ablt	masc	NOUN	0	0	
тормозным	0	1	4	0	10		ablt	masc		ADJF	amod	компонентом	inan	ablt	masc	NOUN	0	0	sing
компонентом	0	1	4	0	11	inan	ablt	masc		NOUN	nmod	сонапакс	inan	nomn	masc	NOUN	0	0	sing
для	0	1	4	0	12					PREP	case	начала	inan	gent	neut	NOUN	0	0	
начала	0	1	4	0	13	inan	gent	neut		NOUN	obl	начинать				INFN	0	0	sing
был	0	1	4	0	14			masc		VERB	cop	надо				PRED	0	0	sing
бы	0	1	4	0	15					PRCL	aux	надо				PRED	0	0	
неплох	0	1	4	0	16			masc		ADJS	ROOT	неплох			masc	ADJS	0	0	sing
однозначно	0	1	5	0	0					ADVB	advmod	хороший		nomn	masc	ADJF	0	0	
хороший	0	1	5	0	1		nomn	masc		ADJF	amod	препарат	inan	nomn	masc	NOUN	0	0	sing
препарат	0	1	5	0	2	inan	nomn	masc		NOUN	ROOT	препарат	inan	nomn	masc	NOUN	2	2	sing
особенно	0	1	5	0	3					ADVB	advmod	лечении	inan	loct	neut	NOUN	0	0	
при	0	1	5	0	4					PREP	case	лечении	inan	loct	neut	NOUN	0	0	
лечении	0	1	5	0	5	inan	loct	neut		NOUN	parataxis	препарат	inan	nomn	masc	NOUN	0	0	sing
параноидной	0	1	5	0	6		gent	femn		ADJF	amod	шизофрении	inan	gent	femn	NOUN	0	0	sing
шизофрении	0	1	5	0	7	inan	gent	femn		NOUN	nmod	лечении	inan	loct	neut	NOUN	0	0	sing
к	0	1	6	0	0					PREP	case	сожалению	inan	datv	neut	NOUN	0	0	
сожалению	0	1	6	0	1	inan	datv	neut		NOUN	obl	впечатляет				VERB	0	0	sing
препарат	0	1	6	0	2	inan	nomn	masc		NOUN	nsubj	впечатляет				VERB	2	2	sing
не	0	1	6	0	3					PRCL	advmod	впечатляет				VERB	0	0	
впечатляет	0	1	6	0	4				3per	VERB	ROOT	впечатляет				VERB	0	0	sing
на	0	1	6	1	0					PREP	case	нем			masc	ADJS	0	0	
нем	0	1	6	1	1			masc		ADJS	obl	суициднула			femn	VERB	0	0	sing
у	0	1	6	1	2					PREP	case	меня		accs		NPRO	0	0	
меня	0	1	6	1	3		accs		1per	NPRO	obl	суициднула			femn	VERB	0	0	sing
одна	0	1	6	1	4		nomn	femn		ADJF	nummod	пациентка	anim	nomn	femn	NOUN	0	0	sing
пациентка	0	1	6	1	5	anim	nomn	femn		NOUN	nsubj	суициднула			femn	VERB	0	0	sing
суициднула	0	1	6	1	6			femn		VERB	ROOT	суициднула			femn	VERB	0	0	sing
между	0	1	6	2	0					PREP	case	рисполептом	inan	ablt	masc	NOUN	0	0	
рисполептом	0	1	6	2	1	inan	ablt	masc		NOUN	obl	отдаю				VERB	1	440	sing
и	0	1	6	2	2					CONJ	cc	азалептином	inan	ablt	masc	NOUN	0	0	
азалептином	0	1	6	2	3	inan	ablt	masc		NOUN	conj	рисполептом	inan	ablt	masc	NOUN	1	442	sing
я	0	1	6	2	4		nomn		1per	NPRO	nsubj	отдаю				VERB	0	0	sing
отдаю	0	1	6	2	5				1per	VERB	ROOT	отдаю				VERB	0	0	sing
преимущество	0	1	6	2	6	inan	accs	neut		NOUN	obj	отдаю				VERB	0	0	sing
последнему	0	1	6	2	7		datv	masc		ADJF	iobj	отдаю				VERB	2	442	sing
поделюсь	0	1	7	0	0				1per	VERB	ROOT	поделюсь				VERB	0	0	sing
своими	0	1	7	0	1		ablt			ADJF	det	впечатлениями	inan	ablt	neut	NOUN	0	0	plur
впечатлениями	0	1	7	0	2	inan	ablt	neut		NOUN	obl	поделюсь				VERB	0	0	plur
при	0	1	7	0	3					PREP	case	расстройстве	inan	loct	neut	NOUN	0	0	
биполярном	0	1	7	0	4		loct	masc		ADJF	amod	расстройстве	inan	loct	neut	NOUN	0	0	sing
аффективном	0	1	7	0	5		loct	masc		ADJF	amod	расстройстве	inan	loct	neut	NOUN	0	0	sing
расстройстве	0	1	7	0	6	inan	loct	neut		NOUN	obl	снимает				VERB	0	0	sing
препарат	0	1	7	0	7	inan	nomn	masc		NOUN	nsubj	снимает				VERB	2	2	sing
хорошо	0	1	7	0	8					ADVB	advmod	снимает				VERB	0	0	
снимает	0	1	7	0	9				3per	VERB	parataxis	впечатлениями	inan	ablt	neut	NOUN	0	0	sing
вязкость	0	1	7	0	10	inan	nomn	femn		NOUN	obj	снимает				VERB	0	0	sing
мыслей	0	1	7	0	11	inan	gent	femn		NOUN	nmod	вязкость	inan	nomn	femn	NOUN	0	0	plur
препятствует	0	1	7	0	12				3per	VERB	conj	снимает				VERB	0	0	sing
образованию	0	1	7	0	13	inan	datv	neut		NOUN	iobj	препятствует				VERB	0	0	sing
бредовых	0	1	7	0	14		gent			ADJF	amod	идей	inan	gent	femn	NOUN	0	0	plur
идей	0	1	7	0	15	inan	gent	femn		NOUN	nmod	образованию	inan	datv	neut	NOUN	0	0	plur
и	0	1	7	0	16					CONJ	cc	приводит				VERB	0	0	
как	0	1	7	0	17					CONJ	mark	странно				ADVB	0	0	
ни	0	1	7	0	18					PRCL	advmod	странно				ADVB	0	0	
странно	0	1	7	0	19					ADVB	parataxis	приводит				VERB	0	0	
приводит	0	1	7	0	20				3per	VERB	conj	снимает				VERB	0	0	sing
к	0	1	7	0	21					PREP	case	засыпанию	inan	datv	neut	NOUN	0	0	
лучшему	0	1	7	0	22		datv	neut		ADJF	amod	засыпанию	inan	datv	neut	NOUN	0	0	sing
засыпанию	0	1	7	0	23	inan	datv	neut		NOUN	obl	приводит				VERB	0	0	sing
но	0	1	7	1	0					CONJ	cc	основная		nomn	femn	ADJF	0	0	
основная	0	1	7	1	1		nomn	femn		ADJF	amod	проблема	inan	nomn	femn	NOUN	0	0	sing
проблема	0	1	7	1	2	inan	nomn	femn		NOUN	nsubj	влияние	inan	accs	neut	NOUN	0	0	sing
это	0	1	7	1	3					PRCL	nsubj	влияние	inan	accs	neut	NOUN	0	0	
его	0	1	7	1	4		accs	masc	3per	NPRO	det	влияние	inan	accs	neut	NOUN	3	2	sing
влияние	0	1	7	1	5	inan	accs	neut		NOUN	ROOT	влияние	inan	accs	neut	NOUN	0	0	sing
на	0	1	7	1	6					PREP	case	повышение	inan	nomn	neut	NOUN	0	0	
повышение	0	1	7	1	7	inan	nomn	neut		NOUN	nmod	влияние	inan	accs	neut	NOUN	0	0	sing
пролактина	0	1	7	1	8	inan	gent	masc		NOUN	nmod	повышение	inan	nomn	neut	NOUN	0	0	sing
и	0	1	7	1	9					CONJ	cc	образование	inan	accs	neut	NOUN	0	0	
образование	0	1	7	1	10	inan	accs	neut		NOUN	conj	повышение	inan	nomn	neut	NOUN	0	0	sing
пролактиномы	0	1	7	1	11	inan	nomn	masc		NOUN	nmod	образование	inan	accs	neut	NOUN	0	0	plur
гипофиза	0	1	7	1	12	inan	gent	masc		NOUN	nmod	пролактиномы	inan	nomn	masc	NOUN	0	0	sing
эта	0	1	7	2	0		nomn	femn		ADJF	det	проблема	inan	nomn	femn	NOUN	0	0	sing
проблема	0	1	7	2	1	inan	nomn	femn		NOUN	nsubj	проявилась			femn	VERB	0	0	sing
у	0	1	7	2	2					PREP	case	меня		accs		NPRO	0	0	
меня	0	1	7	2	3		accs		1per	NPRO	obl	проявилась			femn	VERB	0	0	sing
проявилась	0	1	7	2	4			femn		VERB	ROOT	проявилась			femn	VERB	0	0	sing
пришлось	0	1	7	3	0			neut		VERB	ROOT	пришлось			neut	VERB	0	0	sing
принимать	0	1	7	3	1					INFN	csubj	пришлось			neut	VERB	0	0	
бромкриптин	0	1	7	3	2	anim	gent	femn		NOUN	obj	принимать				INFN	0	0	plur
пролактин	0	1	7	3	3	inan	nomn	masc		NOUN	obj	принимать				INFN	0	0	sing
в	0	1	7	3	4					PREP	case	норму	inan	accs	femn	NOUN	0	0	
норму	0	1	7	3	5	inan	accs	femn		NOUN	obl	принимать				INFN	0	0	sing
вошёл	0	1	7	3	6			masc		VERB	nmod	норму	inan	accs	femn	NOUN	0	0	sing
а	0	1	7	3	7					CONJ	cc	уменьшилась			femn	VERB	0	0	
уменьшилась	0	1	7	3	8			femn		VERB	conj	пришлось			neut	VERB	0	0	sing
ли	0	1	7	3	9					CONJ	advmod	уменьшилась			femn	VERB	0	0	
микроаденома	0	1	7	3	10	inan	nomn	femn		NOUN	nsubj	уменьшилась			femn	VERB	0	0	sing
ещё	0	1	7	3	11					ADVB	advmod	знаю				VERB	0	0	
не	0	1	7	3	12					PRCL	advmod	знаю				VERB	0	0	
знаю	0	1	7	3	13				1per	VERB	csubj	пришлось			neut	VERB	0	0	sing
от	0	1	7	4	0					PREP	case	рисполепта	inan	nomn	femn	NOUN	0	0	
рисполепта	0	1	7	4	1	inan	nomn	femn		NOUN	obl	отказалась			femn	VERB	1	504	sing
отказалась	0	1	7	4	2			femn		VERB	ROOT	отказалась			femn	VERB	0	0	sing
на	0	1	7	4	3					PREP	case	страх	inan	nomn	masc	NOUN	0	0	
свой	0	1	7	4	4	inan	accs	masc		ADJF	det	страх	inan	nomn	masc	NOUN	0	0	sing
страх	0	1	7	4	5	inan	nomn	masc		NOUN	obl	отказалась			femn	VERB	0	0	sing
и	0	1	7	4	6					CONJ	cc	риск	inan	nomn	masc	NOUN	0	0	
риск	0	1	7	4	7	inan	nomn	masc		NOUN	conj	страх	inan	nomn	masc	NOUN	0	0	sing
если	0	1	7	5	0					CONJ	mark	сталкивался			masc	VERB	0	0	
кто	0	1	7	5	1		nomn	masc		NPRO	nsubj	сталкивался			masc	VERB	0	0	sing
то	0	1	7	5	2					CONJ	nsubj	сталкивался			masc	VERB	0	0	
здесь	0	1	7	5	3					ADVB	advmod	сталкивался			masc	VERB	0	0	
сталкивался	0	1	7	5	4			masc		VERB	ROOT	сталкивался			masc	VERB	0	0	sing
с	0	1	7	5	5					PREP	case	проблемами	inan	ablt	femn	NOUN	0	0	
гормональными	0	1	7	5	6		ablt			ADJF	amod	проблемами	inan	ablt	femn	NOUN	0	0	plur
проблемами	0	1	7	5	7	inan	ablt	femn		NOUN	obl	сталкивался			masc	VERB	0	0	plur
поделитесь	0	1	7	5	8				2per	VERB	obl	сталкивался			masc	VERB	0	0	plur
пожалуйста	0	1	7	5	9					PRCL	parataxis	опытом	inan	ablt	masc	NOUN	0	0	
вашим	0	1	7	5	10		datv			ADJF	det	опытом	inan	ablt	masc	NOUN	0	0	plur
опытом	0	1	7	5	11	inan	ablt	masc		NOUN	obl	сталкивался			masc	VERB	0	0	sing
кто	0	1	8	0	0		nomn	masc		NPRO	nsubj	применяет				VERB	0	0	sing
нибудь	0	1	8	0	1					VERB	nsubj	применяет				VERB	0	0	sing
применяет	0	1	8	0	2				3per	VERB	ROOT	применяет				VERB	0	0	sing
дженерик	0	1	8	0	3	inan	nomn	masc		NOUN	obj	применяет				VERB	0	0	sing
торендо	0	1	8	0	4		nomn	masc		ADJF	nmod	дженерик	inan	nomn	masc	NOUN	1	527	sing
какие	0	1	8	1	0		nomn			ADJF	det	наблюдения	inan	gent	neut	NOUN	0	0	plur
клинические	0	1	8	1	1		nomn			ADJF	amod	наблюдения	inan	gent	neut	NOUN	0	0	plur
наблюдения	0	1	8	1	2	inan	gent	neut		NOUN	nsubj	есть				INFN	0	0	sing
есть	0	1	8	1	3					INFN	ROOT	есть				INFN	0	0	
пробовали	0	1	9	0	0					VERB	ROOT	пробовали				VERB	0	0	plur
знаем	0	1	9	0	1				1per	VERB	xcomp	пробовали				VERB	0	0	plur
лечили	0	1	9	1	0					VERB	ROOT	лечили				VERB	0	0	plur
меня	0	1	9	1	1		accs		1per	NPRO	obj	лечили				VERB	0	0	sing
рисполептом	0	1	9	1	2	inan	ablt	masc		NOUN	obl	лечили				VERB	1	536	sing
после	0	1	9	1	3					PREP	case	санопакса	inan	gent	masc	NOUN	0	0	
санопакса	0	1	9	1	4	inan	gent	masc		NOUN	obl	лечили				VERB	1	538	sing
и	0	1	9	1	5					CONJ	cc	паксила	inan	nomn	femn	NOUN	0	0	
паксила	0	1	9	1	6	inan	nomn	femn		NOUN	conj	лечили				VERB	1	540	sing
side	0	1	9	2	0						nsubj	один		nomn	masc	ADJF	0	0	
effects	0	1	9	2	1						flat:foreign	side					0	0	
один	0	1	9	2	2		nomn	masc		ADJF	ROOT	один		nomn	masc	ADJF	0	0	sing
в	0	1	9	2	3					PREP	case	один		nomn	masc	ADJF	0	0	
один	0	1	9	2	4		nomn	masc		ADJF	nmod	один		nomn	masc	ADJF	0	0	sing
как	0	1	9	2	5					CONJ	case	автора	anim	gent	masc	NOUN	0	0	
у	0	1	9	2	6					PREP	case	автора	anim	gent	masc	NOUN	0	0	
автора	0	1	9	2	7	anim	gent	masc		NOUN	obl	один		nomn	masc	ADJF	0	0	sing
ветки	0	1	9	2	8	inan	accs	femn		NOUN	nmod	автора	anim	gent	masc	NOUN	0	0	plur
бросал	0	1	9	3	0			masc		VERB	ROOT	бросал			masc	VERB	0	0	sing
потом	0	1	9	3	1					ADVB	advmod	начинал			masc	VERB	0	0	
начинал	0	1	9	3	2			masc		VERB	conj	бросал			masc	VERB	0	0	sing
опять	0	1	9	3	3					ADVB	advmod	выдержал			masc	VERB	0	0	
не	0	1	9	3	4					PRCL	advmod	выдержал			masc	VERB	0	0	
выдержал	0	1	9	3	5			masc		VERB	xcomp	начинал			masc	VERB	0	0	sing
в	0	1	9	3	6					PREP	case	итоге	inan	loct	masc	NOUN	0	0	
итоге	0	1	9	3	7	inan	loct	masc		NOUN	obl	выдержал			masc	VERB	0	0	sing
и	0	1	9	3	8					CONJ	cc	бросил			masc	VERB	0	0	
бросил	0	1	9	3	9			masc		VERB	conj	бросал			masc	VERB	0	0	sing
пить	0	1	9	3	10					INFN	xcomp	бросил			masc	VERB	0	0	
окончательно	0	1	9	3	11					ADVB	advmod	пить				INFN	0	0	
тк	0	1	9	3	12						advmod	пить				INFN	0	0	
от	0	1	9	3	13					PREP	case	мыслей	inan	gent	femn	NOUN	0	0	
навязчивых	0	1	9	3	14		gent			ADJF	amod	мыслей	inan	gent	femn	NOUN	0	0	plur
мыслей	0	1	9	3	15	inan	gent	femn		NOUN	obl	пить				INFN	0	0	plur
он	0	1	9	3	16		nomn	masc	3per	NPRO	nsubj	избавил			masc	VERB	3	536	sing
не	0	1	9	3	17					PRCL	advmod	избавил			masc	VERB	0	0	
избавил	0	1	9	3	18			masc		VERB	conj	бросал			masc	VERB	0	0	sing
а	0	1	9	3	19					CONJ	cc	отравил			masc	VERB	0	0	
существование	0	1	9	3	20	inan	accs	neut		NOUN	obj	отравил			masc	VERB	0	0	sing
отравил	0	1	9	3	21			masc		VERB	conj	избавил			masc	VERB	0	0	sing
еще	0	1	9	3	22					ADVB	advmod	бросал			masc	VERB	0	0	
как	0	1	9	3	23					CONJ	punct	бросал			masc	VERB	0	0	
обсуждаем	0	2	0	0	0				1per	VERB	ROOT	обсуждаем				VERB	0	0	plur
